launcher,rocket,frame,seconds
45,16,147,6.083333333333333
45,17,153,6.333333333333333
45,18,159,6.583333333333333
45,19,165,6.833333333333333
45,20,171,7.083333333333333
45,21,177,7.333333333333333
45,22,183,7.583333333333333
45,23,189,7.833333333333333
45,24,195,8.083333333333334
46,1,57,2.3333333333333335
46,2,63,2.5833333333333335
46,3,69,2.8333333333333335
46,4,75,3.0833333333333335
46,5,81,3.3333333333333335
46,6,87,3.5833333333333335
46,7,93,3.8333333333333335
46,8,99,4.083333333333333
46,9,105,4.333333333333333
46,10,111,4.583333333333333
46,11,117,4.833333333333333
46,12,123,5.083333333333333
46,13,129,5.333333333333333
46,14,135,5.583333333333333
46,15,141,5.833333333333333
46,16,147,6.083333333333333
46,17,153,6.333333333333333
46,18,159,6.583333333333333
46,19,165,6.833333333333333
46,20,171,7.083333333333333
46,21,177,7.333333333333333
46,22,183,7.583333333333333
46,23,189,7.833333333333333
46,24,195,8.083333333333334
47,1,57,2.3333333333333335
47,2,63,2.5833333333333335
47,3,69,2.8333333333333335
47,4,75,3.0833333333333335
47,5,81,3.3333333333333335
47,6,87,3.5833333333333335
47,7,93,3.8333333333333335
47,8,99,4.083333333333333
47,9,105,4.333333333333333
47,10,111,4.583333333333333
47,11,117,4.833333333333333
47,12,123,5.083333333333333
47,13,129,5.333333333333333
47,14,135,5.583333333333333
47,15,141,5.833333333333333
47,16,147,6.083333333333333
47,17,153,6.333333333333333
47,18,159,6.583333333333333
47,19,165,6.833333333333333
47,20,171,7.083333333333333
47,21,177,7.333333333333333
47,22,183,7.583333333333333
47,23,189,7.833333333333333
47,24,195,8.083333333333334
48,1,58,2.375
48,2,64,2.625
48,3,70,2.875
48,4,76,3.125
48,5,82,3.375
48,6,88,3.625
48,7,94,3.875
48,8,100,4.125
48,9,106,4.375
48,10,112,4.625
48,11,118,4.875
48,12,124,5.125
48,13,130,5.375
48,14,136,5.625
48,15,142,5.875
48,16,148,6.125
48,17,154,6.375
48,18,160,6.625
48,19,166,6.875
48,20,172,7.125
48,21,178,7.375
48,22,184,7.625
48,23,190,7.875
48,24,196,8.125
49,1,54,2.2083333333333335
49,2,60,2.4583333333333335
49,3,66,2.7083333333333335
49,4,72,2.9583333333333335
49,5,78,3.2083333333333335
49,6,84,3.4583333333333335
49,7,90,3.7083333333333335
49,8,96,3.9583333333333335
49,9,102,4.208333333333333
49,10,108,4.458333333333333
49,11,114,4.708333333333333
49,12,120,4.958333333333333
49,13,126,5.208333333333333
49,14,132,5.458333333333333
49,15,138,5.708333333333333
49,16,144,5.958333333333333
49,17,150,6.208333333333333
49,18,156,6.458333333333333
49,19,162,6.708333333333333
49,20,168,6.958333333333333
49,21,174,7.208333333333333
49,22,180,7.458333333333333
49,23,186,7.708333333333333
49,24,192,7.958333333333333
50,1,55,2.25
50,2,61,2.5
50,3,67,2.75
50,4,73,3.0
50,5,79,3.25
50,6,85,3.5
50,7,91,3.75
50,8,97,4.0
50,9,103,4.25
50,10,109,4.5
50,11,115,4.75
50,12,121,5.0
50,13,127,5.25
50,14,133,5.5
50,15,139,5.75
50,16,145,6.0
50,17,151,6.25
50,18,157,6.5
50,19,163,6.75
50,20,169,7.0
50,21,175,7.25
50,22,181,7.5
50,23,187,7.75
50,24,193,8.0
51,1,56,2.2916666666666665
51,2,62,2.5416666666666665
51,3,68,2.7916666666666665
51,4,74,3.0416666666666665
51,5,80,3.2916666666666665
51,6,86,3.5416666666666665
51,7,92,3.7916666666666665
51,8,98,4.041666666666667
51,9,104,4.291666666666667
51,10,110,4.541666666666667
51,11,116,4.791666666666667
51,12,122,5.041666666666667
51,13,128,5.291666666666667
51,14,134,5.541666666666667
51,15,140,5.791666666666667
51,16,146,6.041666666666667
51,17,152,6.291666666666667
51,18,158,6.541666666666667
51,19,164,6.791666666666667
51,20,170,7.041666666666667
51,21,176,7.291666666666667
51,22,182,7.541666666666667
51,23,188,7.791666666666667
51,24,194,8.041666666666666
52,1,57,2.3333333333333335
52,2,63,2.5833333333333335
52,3,69,2.8333333333333335
52,4,75,3.0833333333333335
52,5,81,3.3333333333333335
52,6,87,3.5833333333333335
52,7,93,3.8333333333333335
52,8,99,4.083333333333333
52,9,105,4.333333333333333
52,10,111,4.583333333333333
52,11,117,4.833333333333333
52,12,123,5.083333333333333
52,13,129,5.333333333333333
52,14,135,5.583333333333333
52,15,141,5.833333333333333
52,16,147,6.083333333333333
52,17,153,6.333333333333333
52,18,159,6.583333333333333
52,19,165,6.833333333333333
52,20,171,7.083333333333333
52,21,177,7.333333333333333
52,22,183,7.583333333333333
52,23,189,7.833333333333333
52,24,195,8.083333333333334
53,1,57,2.3333333333333335
53,2,63,2.5833333333333335
53,3,69,2.8333333333333335
53,4,75,3.0833333333333335
53,5,81,3.3333333333333335
53,6,87,3.5833333333333335
53,7,93,3.8333333333333335
53,8,99,4.083333333333333
53,9,105,4.333333333333333
53,10,111,4.583333333333333
53,11,117,4.833333333333333
53,12,123,5.083333333333333
53,13,129,5.333333333333333
53,14,135,5.583333333333333
53,15,141,5.833333333333333
53,16,147,6.083333333333333
53,17,153,6.333333333333333
53,18,159,6.583333333333333
53,19,165,6.833333333333333
53,20,171,7.083333333333333
53,21,177,7.333333333333333
53,22,183,7.583333333333333
53,23,189,7.833333333333333
53,24,195,8.083333333333334
54,1,57,2.3333333333333335
54,2,63,2.5833333333333335
54,3,69,2.8333333333333335
54,4,75,3.0833333333333335
54,5,81,3.3333333333333335
54,6,87,3.5833333333333335
54,7,93,3.8333333333333335
54,8,99,4.083333333333333
54,9,105,4.333333333333333
54,10,111,4.583333333333333
54,11,117,4.833333333333333
54,12,123,5.083333333333333
54,13,129,5.333333333333333
54,14,135,5.583333333333333
54,15,141,5.833333333333333
54,16,147,6.083333333333333
54,17,153,6.333333333333333
54,18,159,6.583333333333333
54,19,165,6.833333333333333
54,20,171,7.083333333333333
54,21,177,7.333333333333333
54,22,183,7.583333333333333
54,23,189,7.833333333333333
54,24,195,8.083333333333334
55,1,59,2.4166666666666665
55,2,65,2.6666666666666665
55,3,71,2.9166666666666665
55,4,77,3.1666666666666665
55,5,83,3.4166666666666665
55,6,89,3.6666666666666665
55,7,95,3.9166666666666665
55,8,101,4.166666666666667
55,9,107,4.416666666666667
55,10,113,4.666666666666667
55,11,119,4.916666666666667
55,12,125,5.166666666666667
55,13,131,5.416666666666667
55,14,137,5.666666666666667
55,15,143,5.916666666666667
55,16,149,6.166666666666667
55,17,155,6.416666666666667
55,18,161,6.666666666666667
55,19,167,6.916666666666667
55,20,173,7.166666666666667
55,21,179,7.416666666666667
55,22,185,7.666666666666667
55,23,191,7.916666666666667
55,24,197,8.166666666666666
56,1,58,2.375
56,2,64,2.625
56,3,70,2.875
56,4,76,3.125
56,5,82,3.375
56,6,88,3.625
56,7,94,3.875
56,8,100,4.125
56,9,106,4.375
56,10,112,4.625
56,11,118,4.875
56,12,124,5.125
56,13,130,5.375
56,14,136,5.625
56,15,142,5.875
56,16,148,6.125
56,17,154,6.375
56,18,160,6.625
56,19,166,6.875
56,20,172,7.125
56,21,178,7.375
56,22,184,7.625
56,23,190,7.875
56,24,196,8.125
57,1,57,2.3333333333333335
57,2,63,2.5833333333333335
57,3,69,2.8333333333333335
57,4,75,3.0833333333333335
57,5,81,3.3333333333333335
57,6,87,3.5833333333333335
57,7,93,3.8333333333333335
57,8,99,4.083333333333333
57,9,105,4.333333333333333
57,10,111,4.583333333333333
57,11,117,4.833333333333333
57,12,123,5.083333333333333
57,13,129,5.333333333333333
57,14,135,5.583333333333333
57,15,141,5.833333333333333
57,16,147,6.083333333333333
57,17,153,6.333333333333333
57,18,159,6.583333333333333
57,19,165,6.833333333333333
57,20,171,7.083333333333333
57,21,177,7.333333333333333
57,22,183,7.583333333333333
57,23,189,7.833333333333333
57,24,195,8.083333333333334
58,1,58,2.375
58,2,64,2.625
58,3,70,2.875
58,4,76,3.125
58,5,82,3.375
58,6,88,3.625
58,7,94,3.875
58,8,100,4.125
58,9,106,4.375
58,10,112,4.625
58,11,118,4.875
58,12,124,5.125
58,13,130,5.375
58,14,136,5.625
58,15,142,5.875
58,16,148,6.125
58,17,154,6.375
58,18,160,6.625
58,19,166,6.875
58,20,172,7.125
58,21,178,7.375
58,22,184,7.625
58,23,190,7.875
58,24,196,8.125
59,1,60,2.4583333333333335
59,2,66,2.7083333333333335
59,3,72,2.9583333333333335
59,4,78,3.2083333333333335
59,5,84,3.4583333333333335
59,6,90,3.7083333333333335
59,7,96,3.9583333333333335
59,8,102,4.208333333333333
59,9,108,4.458333333333333
59,10,114,4.708333333333333
59,11,120,4.958333333333333
59,12,126,5.208333333333333
59,13,132,5.458333333333333
59,14,138,5.708333333333333
59,15,144,5.958333333333333
59,16,150,6.208333333333333
59,17,156,6.458333333333333
59,18,162,6.708333333333333
59,19,168,6.958333333333333
59,20,174,7.208333333333333
59,21,180,7.458333333333333
59,22,186,7.708333333333333
59,23,192,7.958333333333333
59,24,198,8.208333333333334
60,1,60,2.4583333333333335
60,2,66,2.7083333333333335
60,3,72,2.9583333333333335
60,4,78,3.2083333333333335
60,5,84,3.4583333333333335
60,6,90,3.7083333333333335
60,7,96,3.9583333333333335
60,8,102,4.208333333333333
60,9,108,4.458333333333333
60,10,114,4.708333333333333
60,11,120,4.958333333333333
60,12,126,5.208333333333333
60,13,132,5.458333333333333
60,14,138,5.708333333333333
60,15,144,5.958333333333333
60,16,150,6.208333333333333
60,17,156,6.458333333333333
60,18,162,6.708333333333333
60,19,168,6.958333333333333
60,20,174,7.208333333333333
60,21,180,7.458333333333333
60,22,186,7.708333333333333
60,23,192,7.958333333333333
60,24,198,8.208333333333334
61,1,56,2.2916666666666665
61,2,62,2.5416666666666665
61,3,68,2.7916666666666665
61,4,74,3.0416666666666665
61,5,80,3.2916666666666665
61,6,86,3.5416666666666665
61,7,92,3.7916666666666665
61,8,98,4.041666666666667
61,9,104,4.291666666666667
61,10,110,4.541666666666667
61,11,116,4.791666666666667
61,12,122,5.041666666666667
61,13,128,5.291666666666667
61,14,134,5.541666666666667
61,15,140,5.791666666666667
61,16,146,6.041666666666667
61,17,152,6.291666666666667
61,18,158,6.541666666666667
61,19,164,6.791666666666667
61,20,170,7.041666666666667
61,21,176,7.291666666666667
61,22,182,7.541666666666667
61,23,188,7.791666666666667
61,24,194,8.041666666666666
62,1,57,2.3333333333333335
62,2,63,2.5833333333333335
62,3,69,2.8333333333333335
62,4,75,3.0833333333333335
62,5,81,3.3333333333333335
62,6,87,3.5833333333333335
62,7,93,3.8333333333333335
62,8,99,4.083333333333333
62,9,105,4.333333333333333
62,10,111,4.583333333333333
62,11,117,4.833333333333333
62,12,123,5.083333333333333
62,13,129,5.333333333333333
62,14,135,5.583333333333333
62,15,141,5.833333333333333
62,16,147,6.083333333333333
62,17,153,6.333333333333333
62,18,159,6.583333333333333
62,19,165,6.833333333333333
62,20,171,7.083333333333333
62,21,177,7.333333333333333
62,22,183,7.583333333333333
62,23,189,7.833333333333333
62,24,195,8.083333333333334
63,1,57,2.3333333333333335
63,2,63,2.5833333333333335
63,3,69,2.8333333333333335
63,4,75,3.0833333333333335
63,5,81,3.3333333333333335
63,6,87,3.5833333333333335
63,7,93,3.8333333333333335
63,8,99,4.083333333333333
63,9,105,4.333333333333333
63,10,111,4.583333333333333
63,11,117,4.833333333333333
63,12,123,5.083333333333333
63,13,129,5.333333333333333
63,14,135,5.583333333333333
63,15,141,5.833333333333333
63,16,147,6.083333333333333
63,17,153,6.333333333333333
63,18,159,6.583333333333333
63,19,165,6.833333333333333
63,20,171,7.083333333333333
63,21,177,7.333333333333333
63,22,183,7.583333333333333
63,23,189,7.833333333333333
63,24,195,8.083333333333334
64,1,58,2.375
64,2,64,2.625
64,3,70,2.875
64,4,76,3.125
64,5,82,3.375
64,6,88,3.625
64,7,94,3.875
64,8,100,4.125
64,9,106,4.375
64,10,112,4.625
64,11,118,4.875
64,12,124,5.125
64,13,130,5.375
64,14,136,5.625
64,15,142,5.875
64,16,148,6.125
64,17,154,6.375
64,18,160,6.625
64,19,166,6.875
64,20,172,7.125
64,21,178,7.375
64,22,184,7.625
64,23,190,7.875
64,24,196,8.125
65,1,59,2.4166666666666665
65,2,65,2.6666666666666665
65,3,71,2.9166666666666665
65,4,77,3.1666666666666665
65,5,83,3.4166666666666665
65,6,89,3.6666666666666665
65,7,95,3.9166666666666665
65,8,101,4.166666666666667
65,9,107,4.416666666666667
65,10,113,4.666666666666667
65,11,119,4.916666666666667
65,12,125,5.166666666666667
65,13,131,5.416666666666667
65,14,137,5.666666666666667
65,15,143,5.916666666666667
65,16,149,6.166666666666667
65,17,155,6.416666666666667
65,18,161,6.666666666666667
65,19,167,6.916666666666667
65,20,173,7.166666666666667
65,21,179,7.416666666666667
65,22,185,7.666666666666667
65,23,191,7.916666666666667
65,24,197,8.166666666666666
66,1,60,2.4583333333333335
66,2,66,2.7083333333333335
66,3,72,2.9583333333333335
66,4,78,3.2083333333333335
66,5,84,3.4583333333333335
66,6,90,3.7083333333333335
66,7,96,3.9583333333333335
66,8,102,4.208333333333333
66,9,108,4.458333333333333
66,10,114,4.708333333333333
66,11,120,4.958333333333333
66,12,126,5.208333333333333
66,13,132,5.458333333333333
66,14,138,5.708333333333333
66,15,144,5.958333333333333
66,16,150,6.208333333333333
66,17,156,6.458333333333333
66,18,162,6.708333333333333
66,19,168,6.958333333333333
66,20,174,7.208333333333333
66,21,180,7.458333333333333
66,22,186,7.708333333333333
66,23,192,7.958333333333333
66,24,198,8.208333333333334
67,1,60,2.4583333333333335
67,2,66,2.7083333333333335
67,3,72,2.9583333333333335
67,4,78,3.2083333333333335
67,5,84,3.4583333333333335
67,6,90,3.7083333333333335
67,7,96,3.9583333333333335
67,8,102,4.208333333333333
67,9,108,4.458333333333333
67,10,114,4.708333333333333
67,11,120,4.958333333333333
67,12,126,5.208333333333333
67,13,132,5.458333333333333
67,14,138,5.708333333333333
67,15,144,5.958333333333333
67,16,150,6.208333333333333
67,17,156,6.458333333333333
67,18,162,6.708333333333333
67,19,168,6.958333333333333
67,20,174,7.208333333333333
67,21,180,7.458333333333333
67,22,186,7.708333333333333
67,23,192,7.958333333333333
67,24,198,8.208333333333334
68,1,60,2.4583333333333335
68,2,66,2.7083333333333335
68,3,72,2.9583333333333335
68,4,78,3.2083333333333335
68,5,84,3.4583333333333335
68,6,90,3.7083333333333335
68,7,96,3.9583333333333335
68,8,102,4.208333333333333
68,9,108,4.458333333333333
68,10,114,4.708333333333333
68,11,120,4.958333333333333
68,12,126,5.208333333333333
68,13,132,5.458333333333333
68,14,138,5.708333333333333
68,15,144,5.958333333333333
68,16,150,6.208333333333333
68,17,156,6.458333333333333
68,18,162,6.708333333333333
68,19,168,6.958333333333333
68,20,174,7.208333333333333
68,21,180,7.458333333333333
68,22,186,7.708333333333333
68,23,192,7.958333333333333
68,24,198,8.208333333333334
69,1,60,2.4583333333333335
69,2,66,2.7083333333333335
69,3,72,2.9583333333333335
69,4,78,3.2083333333333335
69,5,84,3.4583333333333335
69,6,90,3.7083333333333335
69,7,96,3.9583333333333335
69,8,102,4.208333333333333
69,9,108,4.458333333333333
69,10,114,4.708333333333333
69,11,120,4.958333333333333
69,12,126,5.208333333333333
69,13,132,5.458333333333333
69,14,138,5.708333333333333
69,15,144,5.958333333333333
69,16,150,6.208333333333333
69,17,156,6.458333333333333
69,18,162,6.708333333333333
69,19,168,6.958333333333333
69,20,174,7.208333333333333
69,21,180,7.458333333333333
69,22,186,7.708333333333333
69,23,192,7.958333333333333
69,24,198,8.208333333333334
70,1,59,2.4166666666666665
70,2,65,2.6666666666666665
70,3,71,2.9166666666666665
70,4,77,3.1666666666666665
70,5,83,3.4166666666666665
70,6,89,3.6666666666666665
70,7,95,3.9166666666666665
70,8,101,4.166666666666667
70,9,107,4.416666666666667
70,10,113,4.666666666666667
70,11,119,4.916666666666667
70,12,125,5.166666666666667
70,13,131,5.416666666666667
70,14,137,5.666666666666667
70,15,143,5.916666666666667
70,16,149,6.166666666666667
70,17,155,6.416666666666667
70,18,161,6.666666666666667
70,19,167,6.916666666666667
70,20,173,7.166666666666667
70,21,179,7.416666666666667
70,22,185,7.666666666666667
70,23,191,7.916666666666667
70,24,197,8.166666666666666
71,1,60,2.4583333333333335
71,2,66,2.7083333333333335
71,3,72,2.9583333333333335
71,4,78,3.2083333333333335
71,5,84,3.4583333333333335
71,6,90,3.7083333333333335
71,7,96,3.9583333333333335
71,8,102,4.208333333333333
71,9,108,4.458333333333333
71,10,114,4.708333333333333
71,11,120,4.958333333333333
71,12,126,5.208333333333333
71,13,132,5.458333333333333
71,14,138,5.708333333333333
71,15,144,5.958333333333333
71,16,150,6.208333333333333
71,17,156,6.458333333333333
71,18,162,6.708333333333333
71,19,168,6.958333333333333
71,20,174,7.208333333333333
71,21,180,7.458333333333333
71,22,186,7.708333333333333
71,23,192,7.958333333333333
71,24,198,8.208333333333334
72,1,61,2.5
72,2,67,2.75
72,3,73,3.0
72,4,79,3.25
72,5,85,3.5
72,6,91,3.75
72,7,97,4.0
72,8,103,4.25
72,9,109,4.5
72,10,115,4.75
72,11,121,5.0
72,12,127,5.25
72,13,133,5.5
72,14,139,5.75
72,15,145,6.0
72,16,151,6.25
72,17,157,6.5
72,18,163,6.75
72,19,169,7.0
72,20,175,7.25
72,21,181,7.5
72,22,187,7.75
72,23,193,8.0
72,24,199,8.25
73,1,59,2.4166666666666665
73,2,65,2.6666666666666665
73,3,71,2.9166666666666665
73,4,77,3.1666666666666665
73,5,83,3.4166666666666665
73,6,89,3.6666666666666665
73,7,95,3.9166666666666665
73,8,101,4.166666666666667
73,9,107,4.416666666666667
73,10,113,4.666666666666667
73,11,119,4.916666666666667
73,12,125,5.166666666666667
73,13,131,5.416666666666667
73,14,137,5.666666666666667
73,15,143,5.916666666666667
73,16,149,6.166666666666667
73,17,155,6.416666666666667
73,18,161,6.666666666666667
73,19,167,6.916666666666667
73,20,173,7.166666666666667
73,21,179,7.416666666666667
73,22,185,7.666666666666667
73,23,191,7.916666666666667
73,24,197,8.166666666666666
74,1,59,2.4166666666666665
74,2,65,2.6666666666666665
74,3,71,2.9166666666666665
74,4,77,3.1666666666666665
74,5,83,3.4166666666666665
74,6,89,3.6666666666666665
74,7,95,3.9166666666666665
74,8,101,4.166666666666667
74,9,107,4.416666666666667
74,10,113,4.666666666666667
74,11,119,4.916666666666667
74,12,125,5.166666666666667
74,13,131,5.416666666666667
74,14,137,5.666666666666667
74,15,143,5.916666666666667
74,16,149,6.166666666666667
74,17,155,6.416666666666667
74,18,161,6.666666666666667
74,19,167,6.916666666666667
74,20,173,7.166666666666667
74,21,179,7.416666666666667
74,22,185,7.666666666666667
74,23,191,7.916666666666667
74,24,197,8.166666666666666
75,1,60,2.4583333333333335
75,2,66,2.7083333333333335
75,3,72,2.9583333333333335
75,4,78,3.2083333333333335
75,5,84,3.4583333333333335
75,6,90,3.7083333333333335
75,7,96,3.9583333333333335
75,8,102,4.208333333333333
75,9,108,4.458333333333333
75,10,114,4.708333333333333
75,11,120,4.958333333333333
75,12,126,5.208333333333333
75,13,132,5.458333333333333
75,14,138,5.708333333333333
75,15,144,5.958333333333333
75,16,150,6.208333333333333
75,17,156,6.458333333333333
75,18,162,6.708333333333333
75,19,168,6.958333333333333
75,20,174,7.208333333333333
75,21,180,7.458333333333333
75,22,186,7.708333333333333
75,23,192,7.958333333333333
75,24,198,8.208333333333334
76,1,59,2.4166666666666665
76,2,65,2.6666666666666665
76,3,71,2.9166666666666665
76,4,77,3.1666666666666665
76,5,83,3.4166666666666665
76,6,89,3.6666666666666665
76,7,95,3.9166666666666665
76,8,101,4.166666666666667
76,9,107,4.416666666666667
76,10,113,4.666666666666667
76,11,119,4.916666666666667
76,12,125,5.166666666666667
76,13,131,5.416666666666667
76,14,137,5.666666666666667
76,15,143,5.916666666666667
76,16,149,6.166666666666667
76,17,155,6.416666666666667
76,18,161,6.666666666666667
76,19,167,6.916666666666667
76,20,173,7.166666666666667
76,21,179,7.416666666666667
76,22,185,7.666666666666667
76,23,191,7.916666666666667
76,24,197,8.166666666666666
77,1,59,2.4166666666666665
77,2,65,2.6666666666666665
77,3,71,2.9166666666666665
77,4,77,3.1666666666666665
77,5,83,3.4166666666666665
77,6,89,3.6666666666666665
77,7,95,3.9166666666666665
77,8,101,4.166666666666667
77,9,107,4.416666666666667
77,10,113,4.666666666666667
77,11,119,4.916666666666667
77,12,125,5.166666666666667
77,13,131,5.416666666666667
77,14,137,5.666666666666667
77,15,143,5.916666666666667
77,16,149,6.166666666666667
77,17,155,6.416666666666667
77,18,161,6.666666666666667
77,19,167,6.916666666666667
77,20,173,7.166666666666667
77,21,179,7.416666666666667
77,22,185,7.666666666666667
77,23,191,7.916666666666667
77,24,197,8.166666666666666
78,1,60,2.4583333333333335
78,2,66,2.7083333333333335
78,3,72,2.9583333333333335
78,4,78,3.2083333333333335
78,5,84,3.4583333333333335
78,6,90,3.7083333333333335
78,7,96,3.9583333333333335
78,8,102,4.208333333333333
78,9,108,4.458333333333333
78,10,114,4.708333333333333
78,11,120,4.958333333333333
78,12,126,5.208333333333333
78,13,132,5.458333333333333
78,14,138,5.708333333333333
78,15,144,5.958333333333333
78,16,150,6.208333333333333
78,17,156,6.458333333333333
78,18,162,6.708333333333333
78,19,168,6.958333333333333
78,20,174,7.208333333333333
78,21,180,7.458333333333333
78,22,186,7.708333333333333
78,23,192,7.958333333333333
78,24,198,8.208333333333334
79,1,60,2.4583333333333335
79,2,66,2.7083333333333335
79,3,72,2.9583333333333335
79,4,78,3.2083333333333335
79,5,84,3.4583333333333335
79,6,90,3.7083333333333335
79,7,96,3.9583333333333335
79,8,102,4.208333333333333
79,9,108,4.458333333333333
79,10,114,4.708333333333333
79,11,120,4.958333333333333
79,12,126,5.208333333333333
79,13,132,5.458333333333333
79,14,138,5.708333333333333
79,15,144,5.958333333333333
79,16,150,6.208333333333333
79,17,156,6.458333333333333
79,18,162,6.708333333333333
79,19,168,6.958333333333333
79,20,174,7.208333333333333
79,21,180,7.458333333333333
79,22,186,7.708333333333333
79,23,192,7.958333333333333
79,24,198,8.208333333333334
80,1,61,2.5
80,2,67,2.75
80,3,73,3.0
80,4,79,3.25
80,5,85,3.5
80,6,91,3.75
80,7,97,4.0
80,8,103,4.25
80,9,109,4.5
80,10,115,4.75
80,11,121,5.0
80,12,127,5.25
80,13,133,5.5
80,14,139,5.75
80,15,145,6.0
80,16,151,6.25
80,17,157,6.5
80,18,163,6.75
80,19,169,7.0
80,20,175,7.25
80,21,181,7.5
80,22,187,7.75
80,23,193,8.0
80,24,199,8.25
81,1,60,2.4583333333333335
81,2,66,2.7083333333333335
81,3,72,2.9583333333333335
81,4,78,3.2083333333333335
81,5,84,3.4583333333333335
81,6,90,3.7083333333333335
81,7,96,3.9583333333333335
81,8,102,4.208333333333333
81,9,108,4.458333333333333
81,10,114,4.708333333333333
81,11,120,4.958333333333333
81,12,126,5.208333333333333
81,13,132,5.458333333333333
81,14,138,5.708333333333333
81,15,144,5.958333333333333
81,16,150,6.208333333333333
81,17,156,6.458333333333333
81,18,162,6.708333333333333
81,19,168,6.958333333333333
81,20,174,7.208333333333333
81,21,180,7.458333333333333
81,22,186,7.708333333333333
81,23,192,7.958333333333333
81,24,198,8.208333333333334
82,1,61,2.5
82,2,67,2.75
82,3,73,3.0
82,4,79,3.25
82,5,85,3.5
82,6,91,3.75
82,7,97,4.0
82,8,103,4.25
82,9,109,4.5
82,10,115,4.75
82,11,121,5.0
82,12,127,5.25
82,13,133,5.5
82,14,139,5.75
82,15,145,6.0
82,16,151,6.25
82,17,157,6.5
82,18,163,6.75
82,19,169,7.0
82,20,175,7.25
82,21,181,7.5
82,22,187,7.75
82,23,193,8.0
82,24,199,8.25
83,1,62,2.5416666666666665
83,2,68,2.7916666666666665
83,3,74,3.0416666666666665
83,4,80,3.2916666666666665
83,5,86,3.5416666666666665
83,6,92,3.7916666666666665
83,7,98,4.041666666666667
83,8,104,4.291666666666667
83,9,110,4.541666666666667
83,10,116,4.791666666666667
83,11,122,5.041666666666667
83,12,128,5.291666666666667
83,13,134,5.541666666666667
83,14,140,5.791666666666667
83,15,146,6.041666666666667
83,16,152,6.291666666666667
83,17,158,6.541666666666667
83,18,164,6.791666666666667
83,19,170,7.041666666666667
83,20,176,7.291666666666667
83,21,182,7.541666666666667
83,22,188,7.791666666666667
83,23,194,8.041666666666666
83,24,200,8.291666666666666
84,1,63,2.5833333333333335
84,2,69,2.8333333333333335
84,3,75,3.0833333333333335
84,4,81,3.3333333333333335
84,5,87,3.5833333333333335
84,6,93,3.8333333333333335
84,7,99,4.083333333333333
84,8,105,4.333333333333333
84,9,111,4.583333333333333
84,10,117,4.833333333333333
84,11,123,5.083333333333333
84,12,129,5.333333333333333
84,13,135,5.583333333333333
84,14,141,5.833333333333333
84,15,147,6.083333333333333
84,16,153,6.333333333333333
84,17,159,6.583333333333333
84,18,165,6.833333333333333
84,19,171,7.083333333333333
84,20,177,7.333333333333333
84,21,183,7.583333333333333
84,22,189,7.833333333333333
84,23,195,8.083333333333334
84,24,201,8.333333333333334
85,1,59,2.4166666666666665
85,2,65,2.6666666666666665
85,3,71,2.9166666666666665
85,4,77,3.1666666666666665
85,5,83,3.4166666666666665
85,6,89,3.6666666666666665
85,7,95,3.9166666666666665
85,8,101,4.166666666666667
85,9,107,4.416666666666667
85,10,113,4.666666666666667
85,11,119,4.916666666666667
85,12,125,5.166666666666667
85,13,131,5.416666666666667
85,14,137,5.666666666666667
85,15,143,5.916666666666667
85,16,149,6.166666666666667
85,17,155,6.416666666666667
85,18,161,6.666666666666667
85,19,167,6.916666666666667
85,20,173,7.166666666666667
85,21,179,7.416666666666667
85,22,185,7.666666666666667
85,23,191,7.916666666666667
85,24,197,8.166666666666666
86,1,60,2.4583333333333335
86,2,66,2.7083333333333335
86,3,72,2.9583333333333335
86,4,78,3.2083333333333335
86,5,84,3.4583333333333335
86,6,90,3.7083333333333335
86,7,96,3.9583333333333335
86,8,102,4.208333333333333
86,9,108,4.458333333333333
86,10,114,4.708333333333333
86,11,120,4.958333333333333
86,12,126,5.208333333333333
86,13,132,5.458333333333333
86,14,138,5.708333333333333
86,15,144,5.958333333333333
86,16,150,6.208333333333333
86,17,156,6.458333333333333
86,18,162,6.708333333333333
86,19,168,6.958333333333333
86,20,174,7.208333333333333
86,21,180,7.458333333333333
86,22,186,7.708333333333333
86,23,192,7.958333333333333
86,24,198,8.208333333333334
87,1,61,2.5
87,2,67,2.75
87,3,73,3.0
87,4,79,3.25
87,5,85,3.5
87,6,91,3.75
87,7,97,4.0
87,8,103,4.25
87,9,109,4.5
87,10,115,4.75
87,11,121,5.0
87,12,127,5.25
87,13,133,5.5
87,14,139,5.75
87,15,145,6.0
87,16,151,6.25
87,17,157,6.5
87,18,163,6.75
87,19,169,7.0
87,20,175,7.25
87,21,181,7.5
87,22,187,7.75
87,23,193,8.0
87,24,199,8.25
88,1,60,2.4583333333333335
88,2,66,2.7083333333333335
88,3,72,2.9583333333333335
88,4,78,3.2083333333333335
88,5,84,3.4583333333333335
88,6,90,3.7083333333333335
88,7,96,3.9583333333333335
88,8,102,4.208333333333333
88,9,108,4.458333333333333
88,10,114,4.708333333333333
88,11,120,4.958333333333333
88,12,126,5.208333333333333
88,13,132,5.458333333333333
88,14,138,5.708333333333333
88,15,144,5.958333333333333
88,16,150,6.208333333333333
88,17,156,6.458333333333333
88,18,162,6.708333333333333
88,19,168,6.958333333333333
88,20,174,7.208333333333333
88,21,180,7.458333333333333
88,22,186,7.708333333333333
88,23,192,7.958333333333333
88,24,198,8.208333333333334
89,1,62,2.5416666666666665
89,2,68,2.7916666666666665
