launcher,rocket,frame,seconds
89,3,74,3.0416666666666665
89,4,80,3.2916666666666665
89,5,86,3.5416666666666665
89,6,92,3.7916666666666665
89,7,98,4.041666666666667
89,8,104,4.291666666666667
89,9,110,4.541666666666667
89,10,116,4.791666666666667
89,11,122,5.041666666666667
89,12,128,5.291666666666667
89,13,134,5.541666666666667
89,14,140,5.791666666666667
89,15,146,6.041666666666667
89,16,152,6.291666666666667
89,17,158,6.541666666666667
89,18,164,6.791666666666667
89,19,170,7.041666666666667
89,20,176,7.291666666666667
89,21,182,7.541666666666667
89,22,188,7.791666666666667
89,23,194,8.041666666666666
89,24,200,8.291666666666666
90,1,61,2.5
90,2,67,2.75
90,3,73,3.0
90,4,79,3.25
90,5,85,3.5
90,6,91,3.75
90,7,97,4.0
90,8,103,4.25
90,9,109,4.5
90,10,115,4.75
90,11,121,5.0
90,12,127,5.25
90,13,133,5.5
90,14,139,5.75
90,15,145,6.0
90,16,151,6.25
90,17,157,6.5
90,18,163,6.75
90,19,169,7.0
90,20,175,7.25
90,21,181,7.5
90,22,187,7.75
90,23,193,8.0
90,24,199,8.25
91,1,61,2.5
91,2,67,2.75
91,3,73,3.0
91,4,79,3.25
91,5,85,3.5
91,6,91,3.75
91,7,97,4.0
91,8,103,4.25
91,9,109,4.5
91,10,115,4.75
91,11,121,5.0
91,12,127,5.25
91,13,133,5.5
91,14,139,5.75
91,15,145,6.0
91,16,151,6.25
91,17,157,6.5
91,18,163,6.75
91,19,169,7.0
91,20,175,7.25
91,21,181,7.5
91,22,187,7.75
91,23,193,8.0
91,24,199,8.25
92,1,61,2.5
92,2,67,2.75
92,3,73,3.0
92,4,79,3.25
92,5,85,3.5
92,6,91,3.75
92,7,97,4.0
92,8,103,4.25
92,9,109,4.5
92,10,115,4.75
92,11,121,5.0
92,12,127,5.25
92,13,133,5.5
92,14,139,5.75
92,15,145,6.0
92,16,151,6.25
92,17,157,6.5
92,18,163,6.75
92,19,169,7.0
92,20,175,7.25
92,21,181,7.5
92,22,187,7.75
92,23,193,8.0
92,24,199,8.25
93,1,63,2.5833333333333335
93,2,69,2.8333333333333335
93,3,75,3.0833333333333335
93,4,81,3.3333333333333335
93,5,87,3.5833333333333335
93,6,93,3.8333333333333335
93,7,99,4.083333333333333
93,8,105,4.333333333333333
93,9,111,4.583333333333333
93,10,117,4.833333333333333
93,11,123,5.083333333333333
93,12,129,5.333333333333333
93,13,135,5.583333333333333
93,14,141,5.833333333333333
93,15,147,6.083333333333333
93,16,153,6.333333333333333
93,17,159,6.583333333333333
93,18,165,6.833333333333333
93,19,171,7.083333333333333
93,20,177,7.333333333333333
93,21,183,7.583333333333333
93,22,189,7.833333333333333
93,23,195,8.083333333333334
93,24,201,8.333333333333334
94,1,63,2.5833333333333335
94,2,69,2.8333333333333335
94,3,75,3.0833333333333335
94,4,81,3.3333333333333335
94,5,87,3.5833333333333335
94,6,93,3.8333333333333335
94,7,99,4.083333333333333
94,8,105,4.333333333333333
94,9,111,4.583333333333333
94,10,117,4.833333333333333
94,11,123,5.083333333333333
94,12,129,5.333333333333333
94,13,135,5.583333333333333
94,14,141,5.833333333333333
94,15,147,6.083333333333333
94,16,153,6.333333333333333
94,17,159,6.583333333333333
94,18,165,6.833333333333333
94,19,171,7.083333333333333
94,20,177,7.333333333333333
94,21,183,7.583333333333333
94,22,189,7.833333333333333
94,23,195,8.083333333333334
94,24,201,8.333333333333334
95,1,63,2.5833333333333335
95,2,69,2.8333333333333335
95,3,75,3.0833333333333335
95,4,81,3.3333333333333335
95,5,87,3.5833333333333335
95,6,93,3.8333333333333335
95,7,99,4.083333333333333
95,8,105,4.333333333333333
95,9,111,4.583333333333333
95,10,117,4.833333333333333
95,11,123,5.083333333333333
95,12,129,5.333333333333333
95,13,135,5.583333333333333
95,14,141,5.833333333333333
95,15,147,6.083333333333333
95,16,153,6.333333333333333
95,17,159,6.583333333333333
95,18,165,6.833333333333333
95,19,171,7.083333333333333
95,20,177,7.333333333333333
95,21,183,7.583333333333333
95,22,189,7.833333333333333
95,23,195,8.083333333333334
95,24,201,8.333333333333334
96,1,63,2.5833333333333335
96,2,69,2.8333333333333335
96,3,75,3.0833333333333335
96,4,81,3.3333333333333335
96,5,87,3.5833333333333335
96,6,93,3.8333333333333335
96,7,99,4.083333333333333
96,8,105,4.333333333333333
96,9,111,4.583333333333333
96,10,117,4.833333333333333
96,11,123,5.083333333333333
96,12,129,5.333333333333333
96,13,135,5.583333333333333
96,14,141,5.833333333333333
96,15,147,6.083333333333333
96,16,153,6.333333333333333
96,17,159,6.583333333333333
96,18,165,6.833333333333333
96,19,171,7.083333333333333
96,20,177,7.333333333333333
96,21,183,7.583333333333333
96,22,189,7.833333333333333
96,23,195,8.083333333333334
96,24,201,8.333333333333334
97,1,61,2.5
97,2,67,2.75
97,3,73,3.0
97,4,79,3.25
97,5,85,3.5
97,6,91,3.75
97,7,97,4.0
97,8,103,4.25
97,9,109,4.5
97,10,115,4.75
97,11,121,5.0
97,12,127,5.25
97,13,133,5.5
97,14,139,5.75
97,15,145,6.0
97,16,151,6.25
97,17,157,6.5
97,18,163,6.75
97,19,169,7.0
97,20,175,7.25
97,21,181,7.5
97,22,187,7.75
97,23,193,8.0
97,24,199,8.25
98,1,62,2.5416666666666665
98,2,68,2.7916666666666665
98,3,74,3.0416666666666665
98,4,80,3.2916666666666665
98,5,86,3.5416666666666665
98,6,92,3.7916666666666665
98,7,98,4.041666666666667
98,8,104,4.291666666666667
98,9,110,4.541666666666667
98,10,116,4.791666666666667
98,11,122,5.041666666666667
98,12,128,5.291666666666667
98,13,134,5.541666666666667
98,14,140,5.791666666666667
98,15,146,6.041666666666667
98,16,152,6.291666666666667
98,17,158,6.541666666666667
98,18,164,6.791666666666667
98,19,170,7.041666666666667
98,20,176,7.291666666666667
98,21,182,7.541666666666667
98,22,188,7.791666666666667
98,23,194,8.041666666666666
98,24,200,8.291666666666666
99,1,62,2.5416666666666665
99,2,68,2.7916666666666665
99,3,74,3.0416666666666665
99,4,80,3.2916666666666665
99,5,86,3.5416666666666665
99,6,92,3.7916666666666665
99,7,98,4.041666666666667
99,8,104,4.291666666666667
99,9,110,4.541666666666667
99,10,116,4.791666666666667
99,11,122,5.041666666666667
99,12,128,5.291666666666667
99,13,134,5.541666666666667
99,14,140,5.791666666666667
99,15,146,6.041666666666667
99,16,152,6.291666666666667
99,17,158,6.541666666666667
99,18,164,6.791666666666667
99,19,170,7.041666666666667
99,20,176,7.291666666666667
99,21,182,7.541666666666667
99,22,188,7.791666666666667
99,23,194,8.041666666666666
99,24,200,8.291666666666666
100,1,63,2.5833333333333335
100,2,69,2.8333333333333335
100,3,75,3.0833333333333335
100,4,81,3.3333333333333335
100,5,87,3.5833333333333335
100,6,93,3.8333333333333335
100,7,99,4.083333333333333
100,8,105,4.333333333333333
100,9,111,4.583333333333333
100,10,117,4.833333333333333
100,11,123,5.083333333333333
100,12,129,5.333333333333333
100,13,135,5.583333333333333
100,14,141,5.833333333333333
100,15,147,6.083333333333333
100,16,153,6.333333333333333
100,17,159,6.583333333333333
100,18,165,6.833333333333333
100,19,171,7.083333333333333
100,20,177,7.333333333333333
100,21,183,7.583333333333333
100,22,189,7.833333333333333
100,23,195,8.083333333333334
100,24,201,8.333333333333334
101,1,61,2.5
101,2,67,2.75
101,3,73,3.0
101,4,79,3.25
101,5,85,3.5
101,6,91,3.75
101,7,97,4.0
101,8,103,4.25
101,9,109,4.5
101,10,115,4.75
101,11,121,5.0
101,12,127,5.25
101,13,133,5.5
101,14,139,5.75
101,15,145,6.0
101,16,151,6.25
101,17,157,6.5
101,18,163,6.75
101,19,169,7.0
101,20,175,7.25
101,21,181,7.5
101,22,187,7.75
101,23,193,8.0
101,24,199,8.25
102,1,63,2.5833333333333335
102,2,69,2.8333333333333335
102,3,75,3.0833333333333335
102,4,81,3.3333333333333335
102,5,87,3.5833333333333335
102,6,93,3.8333333333333335
102,7,99,4.083333333333333
102,8,105,4.333333333333333
102,9,111,4.583333333333333
102,10,117,4.833333333333333
102,11,123,5.083333333333333
102,12,129,5.333333333333333
102,13,135,5.583333333333333
102,14,141,5.833333333333333
102,15,147,6.083333333333333
102,16,153,6.333333333333333
102,17,159,6.583333333333333
102,18,165,6.833333333333333
102,19,171,7.083333333333333
102,20,177,7.333333333333333
102,21,183,7.583333333333333
102,22,189,7.833333333333333
102,23,195,8.083333333333334
102,24,201,8.333333333333334
103,1,63,2.5833333333333335
103,2,69,2.8333333333333335
103,3,75,3.0833333333333335
103,4,81,3.3333333333333335
103,5,87,3.5833333333333335
103,6,93,3.8333333333333335
103,7,99,4.083333333333333
103,8,105,4.333333333333333
103,9,111,4.583333333333333
103,10,117,4.833333333333333
103,11,123,5.083333333333333
103,12,129,5.333333333333333
103,13,135,5.583333333333333
103,14,141,5.833333333333333
103,15,147,6.083333333333333
103,16,153,6.333333333333333
103,17,159,6.583333333333333
103,18,165,6.833333333333333
103,19,171,7.083333333333333
103,20,177,7.333333333333333
103,21,183,7.583333333333333
103,22,189,7.833333333333333
103,23,195,8.083333333333334
103,24,201,8.333333333333334
104,1,63,2.5833333333333335
104,2,69,2.8333333333333335
104,3,75,3.0833333333333335
104,4,81,3.3333333333333335
104,5,87,3.5833333333333335
104,6,93,3.8333333333333335
104,7,99,4.083333333333333
104,8,105,4.333333333333333
104,9,111,4.583333333333333
104,10,117,4.833333333333333
104,11,123,5.083333333333333
104,12,129,5.333333333333333
104,13,135,5.583333333333333
104,14,141,5.833333333333333
104,15,147,6.083333333333333
104,16,153,6.333333333333333
104,17,159,6.583333333333333
104,18,165,6.833333333333333
104,19,171,7.083333333333333
104,20,177,7.333333333333333
104,21,183,7.583333333333333
104,22,189,7.833333333333333
104,23,195,8.083333333333334
104,24,201,8.333333333333334
105,1,63,2.5833333333333335
105,2,69,2.8333333333333335
105,3,75,3.0833333333333335
105,4,81,3.3333333333333335
105,5,87,3.5833333333333335
105,6,93,3.8333333333333335
105,7,99,4.083333333333333
105,8,105,4.333333333333333
105,9,111,4.583333333333333
105,10,117,4.833333333333333
105,11,123,5.083333333333333
105,12,129,5.333333333333333
105,13,135,5.583333333333333
105,14,141,5.833333333333333
105,15,147,6.083333333333333
105,16,153,6.333333333333333
105,17,159,6.583333333333333
105,18,165,6.833333333333333
105,19,171,7.083333333333333
105,20,177,7.333333333333333
105,21,183,7.583333333333333
105,22,189,7.833333333333333
105,23,195,8.083333333333334
105,24,201,8.333333333333334
106,1,65,2.6666666666666665
106,2,71,2.9166666666666665
106,3,77,3.1666666666666665
106,4,83,3.4166666666666665
106,5,89,3.6666666666666665
106,6,95,3.9166666666666665
106,7,101,4.166666666666667
106,8,107,4.416666666666667
106,9,113,4.666666666666667
106,10,119,4.916666666666667
106,11,125,5.166666666666667
106,12,131,5.416666666666667
106,13,137,5.666666666666667
106,14,143,5.916666666666667
106,15,149,6.166666666666667
106,16,155,6.416666666666667
106,17,161,6.666666666666667
106,18,167,6.916666666666667
106,19,173,7.166666666666667
106,20,179,7.416666666666667
106,21,185,7.666666666666667
106,22,191,7.916666666666667
106,23,197,8.166666666666666
106,24,203,8.416666666666666
107,1,65,2.6666666666666665
107,2,71,2.9166666666666665
107,3,77,3.1666666666666665
107,4,83,3.4166666666666665
107,5,89,3.6666666666666665
107,6,95,3.9166666666666665
107,7,101,4.166666666666667
107,8,107,4.416666666666667
107,9,113,4.666666666666667
107,10,119,4.916666666666667
107,11,125,5.166666666666667
107,12,131,5.416666666666667
107,13,137,5.666666666666667
107,14,143,5.916666666666667
107,15,149,6.166666666666667
107,16,155,6.416666666666667
107,17,161,6.666666666666667
107,18,167,6.916666666666667
107,19,173,7.166666666666667
107,20,179,7.416666666666667
107,21,185,7.666666666666667
107,22,191,7.916666666666667
107,23,197,8.166666666666666
107,24,203,8.416666666666666
108,1,65,2.6666666666666665
108,2,71,2.9166666666666665
108,3,77,3.1666666666666665
108,4,83,3.4166666666666665
108,5,89,3.6666666666666665
108,6,95,3.9166666666666665
108,7,101,4.166666666666667
108,8,107,4.416666666666667
108,9,113,4.666666666666667
108,10,119,4.916666666666667
108,11,125,5.166666666666667
108,12,131,5.416666666666667
108,13,137,5.666666666666667
108,14,143,5.916666666666667
108,15,149,6.166666666666667
108,16,155,6.416666666666667
108,17,161,6.666666666666667
108,18,167,6.916666666666667
108,19,173,7.166666666666667
108,20,179,7.416666666666667
108,21,185,7.666666666666667
108,22,191,7.916666666666667
108,23,197,8.166666666666666
108,24,203,8.416666666666666
109,1,63,2.5833333333333335
109,2,69,2.8333333333333335
109,3,75,3.0833333333333335
109,4,81,3.3333333333333335
109,5,87,3.5833333333333335
109,6,93,3.8333333333333335
109,7,99,4.083333333333333
109,8,105,4.333333333333333
109,9,111,4.583333333333333
109,10,117,4.833333333333333
109,11,123,5.083333333333333
109,12,129,5.333333333333333
109,13,135,5.583333333333333
109,14,141,5.833333333333333
109,15,147,6.083333333333333
109,16,153,6.333333333333333
109,17,159,6.583333333333333
109,18,165,6.833333333333333
109,19,171,7.083333333333333
109,20,177,7.333333333333333
109,21,183,7.583333333333333
109,22,189,7.833333333333333
109,23,195,8.083333333333334
109,24,201,8.333333333333334
110,1,63,2.5833333333333335
110,2,69,2.8333333333333335
110,3,75,3.0833333333333335
110,4,81,3.3333333333333335
110,5,87,3.5833333333333335
110,6,93,3.8333333333333335
110,7,99,4.083333333333333
110,8,105,4.333333333333333
110,9,111,4.583333333333333
110,10,117,4.833333333333333
110,11,123,5.083333333333333
110,12,129,5.333333333333333
110,13,135,5.583333333333333
110,14,141,5.833333333333333
110,15,147,6.083333333333333
110,16,153,6.333333333333333
110,17,159,6.583333333333333
110,18,165,6.833333333333333
110,19,171,7.083333333333333
110,20,177,7.333333333333333
110,21,183,7.583333333333333
110,22,189,7.833333333333333
110,23,195,8.083333333333334
110,24,201,8.333333333333334
111,1,63,2.5833333333333335
111,2,69,2.8333333333333335
111,3,75,3.0833333333333335
111,4,81,3.3333333333333335
111,5,87,3.5833333333333335
111,6,93,3.8333333333333335
111,7,99,4.083333333333333
111,8,105,4.333333333333333
111,9,111,4.583333333333333
111,10,117,4.833333333333333
111,11,123,5.083333333333333
111,12,129,5.333333333333333
111,13,135,5.583333333333333
111,14,141,5.833333333333333
111,15,147,6.083333333333333
111,16,153,6.333333333333333
111,17,159,6.583333333333333
111,18,165,6.833333333333333
111,19,171,7.083333333333333
111,20,177,7.333333333333333
111,21,183,7.583333333333333
111,22,189,7.833333333333333
111,23,195,8.083333333333334
111,24,201,8.333333333333334
112,1,63,2.5833333333333335
112,2,69,2.8333333333333335
112,3,75,3.0833333333333335
112,4,81,3.3333333333333335
112,5,87,3.5833333333333335
112,6,93,3.8333333333333335
112,7,99,4.083333333333333
112,8,105,4.333333333333333
112,9,111,4.583333333333333
112,10,117,4.833333333333333
112,11,123,5.083333333333333
112,12,129,5.333333333333333
112,13,135,5.583333333333333
112,14,141,5.833333333333333
112,15,147,6.083333333333333
112,16,153,6.333333333333333
112,17,159,6.583333333333333
112,18,165,6.833333333333333
112,19,171,7.083333333333333
112,20,177,7.333333333333333
112,21,183,7.583333333333333
112,22,189,7.833333333333333
112,23,195,8.083333333333334
112,24,201,8.333333333333334
113,1,64,2.625
113,2,70,2.875
113,3,76,3.125
113,4,82,3.375
113,5,88,3.625
113,6,94,3.875
113,7,100,4.125
113,8,106,4.375
113,9,112,4.625
113,10,118,4.875
113,11,124,5.125
113,12,130,5.375
113,13,136,5.625
113,14,142,5.875
113,15,148,6.125
113,16,154,6.375
113,17,160,6.625
113,18,166,6.875
113,19,172,7.125
113,20,178,7.375
113,21,184,7.625
113,22,190,7.875
113,23,196,8.125
113,24,202,8.375
114,1,64,2.625
114,2,70,2.875
114,3,76,3.125
114,4,82,3.375
114,5,88,3.625
114,6,94,3.875
114,7,100,4.125
114,8,106,4.375
114,9,112,4.625
114,10,118,4.875
114,11,124,5.125
114,12,130,5.375
114,13,136,5.625
114,14,142,5.875
114,15,148,6.125
114,16,154,6.375
114,17,160,6.625
114,18,166,6.875
114,19,172,7.125
114,20,178,7.375
114,21,184,7.625
114,22,190,7.875
114,23,196,8.125
114,24,202,8.375
115,1,64,2.625
115,2,70,2.875
115,3,76,3.125
115,4,82,3.375
115,5,88,3.625
115,6,94,3.875
115,7,100,4.125
115,8,106,4.375
115,9,112,4.625
115,10,118,4.875
115,11,124,5.125
115,12,130,5.375
115,13,136,5.625
115,14,142,5.875
115,15,148,6.125
115,16,154,6.375
115,17,160,6.625
115,18,166,6.875
115,19,172,7.125
115,20,178,7.375
115,21,184,7.625
115,22,190,7.875
115,23,196,8.125
115,24,202,8.375
116,1,65,2.6666666666666665
116,2,71,2.9166666666666665
116,3,77,3.1666666666666665
116,4,83,3.4166666666666665
116,5,89,3.6666666666666665
116,6,95,3.9166666666666665
116,7,101,4.166666666666667
116,8,107,4.416666666666667
116,9,113,4.666666666666667
116,10,119,4.916666666666667
116,11,125,5.166666666666667
116,12,131,5.416666666666667
116,13,137,5.666666666666667
116,14,143,5.916666666666667
116,15,149,6.166666666666667
116,16,155,6.416666666666667
116,17,161,6.666666666666667
116,18,167,6.916666666666667
116,19,173,7.166666666666667
116,20,179,7.416666666666667
116,21,185,7.666666666666667
116,22,191,7.916666666666667
116,23,197,8.166666666666666
116,24,203,8.416666666666666
117,1,66,2.7083333333333335
117,2,72,2.9583333333333335
117,3,78,3.2083333333333335
117,4,84,3.4583333333333335
117,5,90,3.7083333333333335
117,6,96,3.9583333333333335
117,7,102,4.208333333333333
117,8,108,4.458333333333333
117,9,114,4.708333333333333
117,10,120,4.958333333333333
117,11,126,5.208333333333333
117,12,132,5.458333333333333
117,13,138,5.708333333333333
117,14,144,5.958333333333333
117,15,150,6.208333333333333
117,16,156,6.458333333333333
117,17,162,6.708333333333333
117,18,168,6.958333333333333
117,19,174,7.208333333333333
117,20,180,7.458333333333333
117,21,186,7.708333333333333
117,22,192,7.958333333333333
117,23,198,8.208333333333334
117,24,204,8.458333333333334
118,1,65,2.6666666666666665
118,2,71,2.9166666666666665
118,3,77,3.1666666666666665
118,4,83,3.4166666666666665
118,5,89,3.6666666666666665
118,6,95,3.9166666666666665
118,7,101,4.166666666666667
118,8,107,4.416666666666667
118,9,113,4.666666666666667
118,10,119,4.916666666666667
118,11,125,5.166666666666667
118,12,131,5.416666666666667
118,13,137,5.666666666666667
118,14,143,5.916666666666667
118,15,149,6.166666666666667
118,16,155,6.416666666666667
118,17,161,6.666666666666667
118,18,167,6.916666666666667
118,19,173,7.166666666666667
118,20,179,7.416666666666667
118,21,185,7.666666666666667
118,22,191,7.916666666666667
118,23,197,8.166666666666666
118,24,203,8.416666666666666
119,1,66,2.7083333333333335
119,2,72,2.9583333333333335
119,3,78,3.2083333333333335
119,4,84,3.4583333333333335
119,5,90,3.7083333333333335
119,6,96,3.9583333333333335
119,7,102,4.208333333333333
119,8,108,4.458333333333333
119,9,114,4.708333333333333
119,10,120,4.958333333333333
119,11,126,5.208333333333333
119,12,132,5.458333333333333
119,13,138,5.708333333333333
119,14,144,5.958333333333333
119,15,150,6.208333333333333
119,16,156,6.458333333333333
119,17,162,6.708333333333333
119,18,168,6.958333333333333
119,19,174,7.208333333333333
119,20,180,7.458333333333333
119,21,186,7.708333333333333
119,22,192,7.958333333333333
119,23,198,8.208333333333334
119,24,204,8.458333333333334
120,1,66,2.7083333333333335
120,2,72,2.9583333333333335
120,3,78,3.2083333333333335
120,4,84,3.4583333333333335
120,5,90,3.7083333333333335
120,6,96,3.9583333333333335
120,7,102,4.208333333333333
120,8,108,4.458333333333333
120,9,114,4.708333333333333
120,10,120,4.958333333333333
120,11,126,5.208333333333333
120,12,132,5.458333333333333
120,13,138,5.708333333333333
120,14,144,5.958333333333333
120,15,150,6.208333333333333
120,16,156,6.458333333333333
120,17,162,6.708333333333333
120,18,168,6.958333333333333
120,19,174,7.208333333333333
120,20,180,7.458333333333333
120,21,186,7.708333333333333
120,22,192,7.958333333333333
120,23,198,8.208333333333334
120,24,204,8.458333333333334
121,1,63,2.5833333333333335
121,2,69,2.8333333333333335
121,3,75,3.0833333333333335
121,4,81,3.3333333333333335
121,5,87,3.5833333333333335
121,6,93,3.8333333333333335
121,7,99,4.083333333333333
121,8,105,4.333333333333333
121,9,111,4.583333333333333
121,10,117,4.833333333333333
121,11,123,5.083333333333333
121,12,129,5.333333333333333
121,13,135,5.583333333333333
121,14,141,5.833333333333333
121,15,147,6.083333333333333
121,16,153,6.333333333333333
121,17,159,6.583333333333333
121,18,165,6.833333333333333
121,19,171,7.083333333333333
121,20,177,7.333333333333333
121,21,183,7.583333333333333
121,22,189,7.833333333333333
121,23,195,8.083333333333334
121,24,201,8.333333333333334
122,1,64,2.625
122,2,70,2.875
122,3,76,3.125
122,4,82,3.375
122,5,88,3.625
122,6,94,3.875
122,7,100,4.125
122,8,106,4.375
122,9,112,4.625
122,10,118,4.875
122,11,124,5.125
122,12,130,5.375
122,13,136,5.625
122,14,142,5.875
122,15,148,6.125
122,16,154,6.375
122,17,160,6.625
122,18,166,6.875
122,19,172,7.125
122,20,178,7.375
122,21,184,7.625
122,22,190,7.875
122,23,196,8.125
122,24,202,8.375
123,1,63,2.5833333333333335
123,2,69,2.8333333333333335
123,3,75,3.0833333333333335
123,4,81,3.3333333333333335
123,5,87,3.5833333333333335
123,6,93,3.8333333333333335
123,7,99,4.083333333333333
123,8,105,4.333333333333333
123,9,111,4.583333333333333
123,10,117,4.833333333333333
123,11,123,5.083333333333333
123,12,129,5.333333333333333
123,13,135,5.583333333333333
123,14,141,5.833333333333333
123,15,147,6.083333333333333
123,16,153,6.333333333333333
123,17,159,6.583333333333333
123,18,165,6.833333333333333
123,19,171,7.083333333333333
123,20,177,7.333333333333333
123,21,183,7.583333333333333
123,22,189,7.833333333333333
123,23,195,8.083333333333334
123,24,201,8.333333333333334
124,1,65,2.6666666666666665
124,2,71,2.9166666666666665
124,3,77,3.1666666666666665
124,4,83,3.4166666666666665
124,5,89,3.6666666666666665
124,6,95,3.9166666666666665
124,7,101,4.166666666666667
124,8,107,4.416666666666667
124,9,113,4.666666666666667
124,10,119,4.916666666666667
124,11,125,5.166666666666667
124,12,131,5.416666666666667
124,13,137,5.666666666666667
124,14,143,5.916666666666667
124,15,149,6.166666666666667
124,16,155,6.416666666666667
124,17,161,6.666666666666667
124,18,167,6.916666666666667
124,19,173,7.166666666666667
124,20,179,7.416666666666667
124,21,185,7.666666666666667
124,22,191,7.916666666666667
124,23,197,8.166666666666666
124,24,203,8.416666666666666
125,1,65,2.6666666666666665
125,2,71,2.9166666666666665
125,3,77,3.1666666666666665
125,4,83,3.4166666666666665
125,5,89,3.6666666666666665
125,6,95,3.9166666666666665
125,7,101,4.166666666666667
125,8,107,4.416666666666667
125,9,113,4.666666666666667
125,10,119,4.916666666666667
125,11,125,5.166666666666667
125,12,131,5.416666666666667
125,13,137,5.666666666666667
125,14,143,5.916666666666667
125,15,149,6.166666666666667
125,16,155,6.416666666666667
125,17,161,6.666666666666667
125,18,167,6.916666666666667
125,19,173,7.166666666666667
125,20,179,7.416666666666667
125,21,185,7.666666666666667
125,22,191,7.916666666666667
125,23,197,8.166666666666666
125,24,203,8.416666666666666
126,1,65,2.6666666666666665
126,2,71,2.9166666666666665
126,3,77,3.1666666666666665
126,4,83,3.4166666666666665
126,5,89,3.6666666666666665
126,6,95,3.9166666666666665
126,7,101,4.166666666666667
126,8,107,4.416666666666667
126,9,113,4.666666666666667
126,10,119,4.916666666666667
126,11,125,5.166666666666667
126,12,131,5.416666666666667
126,13,137,5.666666666666667
126,14,143,5.916666666666667
126,15,149,6.166666666666667
126,16,155,6.416666666666667
126,17,161,6.666666666666667
126,18,167,6.916666666666667
126,19,173,7.166666666666667
126,20,179,7.416666666666667
126,21,185,7.666666666666667
126,22,191,7.916666666666667
126,23,197,8.166666666666666
126,24,203,8.416666666666666
127,1,66,2.7083333333333335
127,2,72,2.9583333333333335
127,3,78,3.2083333333333335
127,4,84,3.4583333333333335
127,5,90,3.7083333333333335
127,6,96,3.9583333333333335
127,7,102,4.208333333333333
127,8,108,4.458333333333333
127,9,114,4.708333333333333
127,10,120,4.958333333333333
127,11,126,5.208333333333333
127,12,132,5.458333333333333
127,13,138,5.708333333333333
127,14,144,5.958333333333333
127,15,150,6.208333333333333
127,16,156,6.458333333333333
127,17,162,6.708333333333333
127,18,168,6.958333333333333
127,19,174,7.208333333333333
127,20,180,7.458333333333333
127,21,186,7.708333333333333
127,22,192,7.958333333333333
127,23,198,8.208333333333334
127,24,204,8.458333333333334
128,1,67,2.75
128,2,73,3.0
128,3,79,3.25
128,4,85,3.5
128,5,91,3.75
128,6,97,4.0
128,7,103,4.25
128,8,109,4.5
128,9,115,4.75
128,10,121,5.0
128,11,127,5.25
128,12,133,5.5
128,13,139,5.75
128,14,145,6.0
128,15,151,6.25
128,16,157,6.5
128,17,163,6.75
128,18,169,7.0
128,19,175,7.25
128,20,181,7.5
128,21,187,7.75
128,22,193,8.0
128,23,199,8.25
128,24,205,8.5
129,1,67,2.75
129,2,73,3.0
129,3,79,3.25
129,4,85,3.5
129,5,91,3.75
129,6,97,4.0
129,7,103,4.25
129,8,109,4.5
129,9,115,4.75
129,10,121,5.0
129,11,127,5.25
129,12,133,5.5
129,13,139,5.75
129,14,145,6.0
129,15,151,6.25
129,16,157,6.5
129,17,163,6.75
129,18,169,7.0
129,19,175,7.25
129,20,181,7.5
129,21,187,7.75
129,22,193,8.0
129,23,199,8.25
129,24,205,8.5
130,1,67,2.75
130,2,73,3.0
130,3,79,3.25
130,4,85,3.5
130,5,91,3.75
130,6,97,4.0
130,7,103,4.25
130,8,109,4.5
130,9,115,4.75
130,10,121,5.0
130,11,127,5.25
130,12,133,5.5
130,13,139,5.75
130,14,145,6.0
130,15,151,6.25
130,16,157,6.5
130,17,163,6.75
130,18,169,7.0
130,19,175,7.25
130,20,181,7.5
130,21,187,7.75
130,22,193,8.0
130,23,199,8.25
130,24,205,8.5
131,1,67,2.75
131,2,73,3.0
131,3,79,3.25
131,4,85,3.5
131,5,91,3.75
131,6,97,4.0
131,7,103,4.25
131,8,109,4.5
131,9,115,4.75
131,10,121,5.0
131,11,127,5.25
131,12,133,5.5
131,13,139,5.75
131,14,145,6.0
131,15,151,6.25
131,16,157,6.5
131,17,163,6.75
131,18,169,7.0
131,19,175,7.25
131,20,181,7.5
131,21,187,7.75
131,22,193,8.0
131,23,199,8.25
131,24,205,8.5
132,1,67,2.75
132,2,73,3.0
132,3,79,3.25
132,4,85,3.5
132,5,91,3.75
132,6,97,4.0
132,7,103,4.25
132,8,109,4.5
132,9,115,4.75
132,10,121,5.0
132,11,127,5.25
132,12,133,5.5
132,13,139,5.75
132,14,145,6.0
132,15,151,6.25
132,16,157,6.5
132,17,163,6.75
132,18,169,7.0
132,19,175,7.25
132,20,181,7.5
132,21,187,7.75
132,22,193,8.0
132,23,199,8.25
132,24,205,8.5
133,1,64,2.625
133,2,70,2.875
133,3,76,3.125
133,4,82,3.375
133,5,88,3.625
133,6,94,3.875
133,7,100,4.125
133,8,106,4.375
133,9,112,4.625
133,10,118,4.875
133,11,124,5.125
133,12,130,5.375
133,13,136,5.625
133,14,142,5.875
133,15,148,6.125
133,16,154,6.375
133,17,160,6.625
133,18,166,6.875
133,19,172,7.125
133,20,178,7.375
133,21,184,7.625
133,22,190,7.875
133,23,196,8.125
133,24,202,8.375
134,1,65,2.6666666666666665
134,2,71,2.9166666666666665
134,3,77,3.1666666666666665
134,4,83,3.4166666666666665
134,5,89,3.6666666666666665
134,6,95,3.9166666666666665
134,7,101,4.166666666666667
134,8,107,4.416666666666667
134,9,113,4.666666666666667
134,10,119,4.916666666666667
